schemaVersion,recordType,content.title,content.authors,content.paper_url,content.github_url,content.github_stars,content.published_date,collectedAt
1.0,RESEARCH_PAPER,"MathAdv: What Theorem Provers Know, Reason, Formalize, and Generalize","['Jiaxin Yuan', 'Connor Martinez Lockhart', 'Xiaoyu Liu', 'Jiaqi Wang', 'Chenghao Deng', 'Xiayimei Han', 'Vlasios Mastrantonis', 'Dmitrii Gudin', 'Shaopeng Zhu', 'Abdirisak Abdullahi Mohamed', 'Bilal Hamdi Aytekin', 'Jiewen Lang', 'Zezheng Song', 'Furong Huang']",http://arxiv.org/abs/2608.25449v1,https://github.com/margotyjx/MathAdv.git.,3582,2026-08-26T07:12:54+00:00,2026-08-27T12:41:45.296941+00:00
1.0,RESEARCH_PAPER,Saliency-Depth Conditioning for Zero-Shot Segmentation of Communication-Tower Components in Cluttered UAV Imagery,"['Ali Lesani', 'Chul Min Yeum', 'Su-Min Kang']",http://arxiv.org/abs/2608.25435v1,https://github.com/ai-research/saliency-depth-conditioni,6062,2026-08-26T06:47:36+00:00,2026-08-27T12:41:45.296956+00:00
1.0,RESEARCH_PAPER,Distance Is Not Enough: Forget-Retain Alignment Gap Predicts LLM Relearning Robustness,"['Yi Chen', 'Hanna Hsieh', 'Shuhong Liu', 'Chuanbo Hua', 'Zihan Ma', 'Kun Wang', 'Joo-Young Kim']",http://arxiv.org/abs/2608.25429v1,https://github.com/Yi1-Chen/FRAG.,4943,2026-08-26T06:39:49+00:00,2026-08-27T12:41:45.296963+00:00
1.0,RESEARCH_PAPER,DCGC: Draft-Conditioned Global Correction for Complex Reasoning with Masked Diffusion Models,"['Minhae Oh', 'Nakyung Lee', 'Jungwoo Lee']",http://arxiv.org/abs/2608.25428v1,https://github.com/ai-research/dcgc--draft-conditioned-g,2320,2026-08-26T06:35:26+00:00,2026-08-27T12:41:45.296976+00:00
1.0,RESEARCH_PAPER,RotDroid: Cross-Orientation State Equivalence Testing for Detecting GUI Rotation Bugs in Android Apps,"['Mengdi Qin', 'Bo Jiang']",http://arxiv.org/abs/2608.25425v1,https://github.com/ai-research/rotdroid--cross-orientati,4094,2026-08-26T06:30:21+00:00,2026-08-27T12:41:45.296989+00:00
1.0,RESEARCH_PAPER,Paint What You See: Benchmarking Dexterous Visual Tool Use in Multimodal Agents,"['Shudong Liu', 'Dongyang Chen', 'Enci Zhang', 'Jinwei Liang', 'Zheng Ma', 'Lewei Lu']",http://arxiv.org/abs/2608.25417v1,https://github.com/ai-research/paint-what-you-see--bench,2365,2026-08-26T06:19:28+00:00,2026-08-27T12:41:45.297003+00:00
1.0,RESEARCH_PAPER,Token-Oriented Semantic Communication with Pretrained Vision Transformers,"['Jiwoong Im', 'Minwoo Kim', 'Jaeho Lee', 'Yo-Seb Jeon', 'Yongjune Kim']",http://arxiv.org/abs/2608.25410v1,https://github.com/ai-research/token-oriented-semantic-c,3918,2026-08-26T06:13:45+00:00,2026-08-27T12:41:45.297014+00:00
1.0,RESEARCH_PAPER,"PIVOT: A Multi-Trajectory Dataset and Testbed for Pose, Intrinsics, and Novel Viewpoint Evaluation in Real-World 3D Reconstruction",['Mary Raymond'],http://arxiv.org/abs/2608.25401v1,https://github.com/ai-research/pivot--a-multi-trajectory,744,2026-08-26T06:02:32+00:00,2026-08-27T12:41:45.297030+00:00
1.0,RESEARCH_PAPER,Can your AI agent be cheaper? Investigating the effects of task specifications on token spend in agentic coding tasks,['Jakub Smékal'],http://arxiv.org/abs/2608.25399v1,https://github.com/ai-research/can-your-ai-agent-be-chea,6830,2026-08-26T05:58:12+00:00,2026-08-27T12:41:45.297044+00:00
1.0,RESEARCH_PAPER,OmniPhys: A Unified Multimodal Benchmark for Physics Understanding and Generation from Chinese Educational Corpora,"['Hao Chen', 'Yumin Lin', 'Nadila Yushanjiang', 'Xin Lin', 'Min Zhang']",http://arxiv.org/abs/2608.25398v1,https://github.com/ECNU-RAIL/OmniPhys-EMNLP2026.,2926,2026-08-26T05:51:12+00:00,2026-08-27T12:41:45.297052+00:00
1.0,RESEARCH_PAPER,Refusal geometry reflects refusal training: diverse refusal prefixes can raise stable rank and weaken refusal vector ablation attacks,['Andrey Labunets'],http://arxiv.org/abs/2608.25390v1,https://github.com/ai-research/refusal-geometry-reflects,1209,2026-08-26T05:35:54+00:00,2026-08-27T12:41:45.297066+00:00
1.0,RESEARCH_PAPER,Q&A or Document-Based? The Effects of Interface Type on How Screen Reader Users Access Interconnected Documents,"['Colleen F. Cipriano', 'Yichun Zhao', 'Miguel A. Nacenta', 'Kotaro Hara', 'Jaylee Soh']",http://arxiv.org/abs/2608.25382v1,https://github.com/ai-research/q-a-or-document-based--th,2753,2026-08-26T05:16:44+00:00,2026-08-27T12:41:45.297081+00:00
1.0,RESEARCH_PAPER,Adaptive Triggering for Bias Correction in LLM Reasoning,"['Nayoung Kim', 'Mickey Mancenido', 'Huan Liu']",http://arxiv.org/abs/2608.25379v1,https://github.com/ai-research/adaptive-triggering-for-b,8569,2026-08-26T05:08:35+00:00,2026-08-27T12:41:45.297092+00:00
1.0,RESEARCH_PAPER,GGSS: Geodesic-Gated Spherical Steering for Inference-Time Debiasing of Generative Vision-Language Models,"['Yiqun Sun', 'Junyu Chen', 'Pengfei Wei', 'Lawrence B. Hsieh']",http://arxiv.org/abs/2608.25375v1,https://github.com/dukesun99/GGSS.,3075,2026-08-26T04:58:40+00:00,2026-08-27T12:41:45.297099+00:00
1.0,RESEARCH_PAPER,CRAMER: Control via Request-Aware Masking for Editing Recommenders,"['Zhiyuan Julian Su', 'Naihe Feng', 'Zhen Luther Qin', 'Ga Wu']",http://arxiv.org/abs/2608.25370v1,https://github.com/ai-research/cramer--control-via-reque,8099,2026-08-26T04:43:23+00:00,2026-08-27T12:41:45.297111+00:00
1.0,RESEARCH_PAPER,Leveraging Speech Acts for Low-Data and Cross-Domain Conversation Derailment Forecasting,"['Angela Yifei Yuan', 'Christine De Kock', 'Christopher Leckie']",http://arxiv.org/abs/2608.25359v1,https://github.com/ai-research/leveraging-speech-acts-fo,1619,2026-08-26T04:32:30+00:00,2026-08-27T12:41:45.297123+00:00
1.0,RESEARCH_PAPER,Where vs What: Decomposing Structural and Content Failures in LLM-Generated Structured Outputs,"['Yiwei Zhang', 'Chengke Wu', 'Li Wang', 'Jianqiang Li']",http://arxiv.org/abs/2608.25358v1,https://github.com/ai-research/where-vs-what--decomposin,7736,2026-08-26T04:32:06+00:00,2026-08-27T12:41:45.297136+00:00
1.0,RESEARCH_PAPER,Escaping Low-Dimensional Overlap: Multi-Task Model Merging via High-Dimensional Sparse Disentanglement,"['Yihang Zhang', 'Shengke Sun', 'Junjie Wen', 'Feng Zeng']",http://arxiv.org/abs/2608.25354v1,https://github.com/ai-research/escaping-low-dimensional-,1444,2026-08-26T04:16:31+00:00,2026-08-27T12:41:45.297150+00:00
1.0,RESEARCH_PAPER,Short Horizons and Sparse Concepts: a Mathematical View of the Readout in the J-lens,"['Shi-Qi Yan', 'Kai-Xuan Ding', 'Chao-Hong Tan', 'Qian Chen', 'Wen Wang', 'Xiangang Li', 'Zhen-Hua Ling']",http://arxiv.org/abs/2608.25347v1,https://github.com/ai-research/short-horizons-and-sparse,1489,2026-08-26T04:02:59+00:00,2026-08-27T12:41:45.297163+00:00
1.0,RESEARCH_PAPER,CoRE: Weakly Supervised Coarse-to-Fine Risk Evidence Learning in Driving Videos,"['Kaiser Hamid', 'Can Cui', 'Nade Liang']",http://arxiv.org/abs/2608.25344v1,https://github.com/ai-research/core--weakly-supervised-c,6151,2026-08-26T04:01:31+00:00,2026-08-27T12:41:45.297175+00:00
1.0,RESEARCH_PAPER,GUIDE: Generative Unsupervised Chinese Query Correction via Phonetic and Visual Shared-ID Encoding,"['Lei Yang', 'Binbin Huang', 'Jiwei Tan', 'Xuhui Sui', 'Chang Tu', 'Yi Wang', 'Han Li']",http://arxiv.org/abs/2608.25343v1,https://github.com/ai-research/guide--generative-unsuper,5945,2026-08-26T03:54:26+00:00,2026-08-27T12:41:45.297189+00:00
1.0,RESEARCH_PAPER,Provenance Before Prose: Claim-Locked Reporting,"['Xiao Fan', 'Jingyuan Li', 'Hongbin Guo', 'Yubo Han', 'Yi Zhang']",http://arxiv.org/abs/2608.25336v1,https://github.com/ai-research/provenance-before-prose--,4748,2026-08-26T03:41:17+00:00,2026-08-27T12:41:45.297200+00:00
1.0,RESEARCH_PAPER,Learning What to Share and What to Personalize: Hierarchical Strategy Co-Evolution for Agent Memory,"['Yupeng Han', 'Shuochen Liu', 'Kai Zhang', 'Ze Liu', 'Zhihong Pan', 'Xianquan Wang']",http://arxiv.org/abs/2608.25329v1,https://github.com/ai-research/learning-what-to-share-an,3730,2026-08-26T03:24:52+00:00,2026-08-27T12:41:45.297213+00:00
1.0,RESEARCH_PAPER,Neither Precision Nor Architecture Alone: Controlled Tests of Failure Remedies for Physics-Informed Neural Networks,"['Jinyuan Zhang', 'Peng He', 'He Hu', 'Yin Yuan', 'ShengShuo Jiao']",http://arxiv.org/abs/2608.25327v1,https://github.com/ai-research/neither-precision-nor-arc,1389,2026-08-26T03:20:24+00:00,2026-08-27T12:41:45.297227+00:00
1.0,RESEARCH_PAPER,FinRiskAtlas: Decision-Aligned Evaluation of Large Language Models for Financial Risk Review,"['Suyang Zhong', 'Jingzhe Zhu', 'Qi Xu', 'Liyao Sun', 'Yin Wang', 'Qingqing Sun', 'Shuai Chen', 'Tianyi Zhang']",http://arxiv.org/abs/2608.25325v1,https://github.com/ai-research/finriskatlas--decision-al,6227,2026-08-26T03:13:15+00:00,2026-08-27T12:41:45.297242+00:00
1.0,RESEARCH_PAPER,LLMscope: Extracting LLM Assets from Edge AI Chips via Optical Probing,"['Dev Mehta', 'Lily Dukette', 'William Folan', 'Olivia Kochol', 'Noah Solomon', 'Shahin Tajik', 'Fatemeh Ganji']",http://arxiv.org/abs/2608.25321v1,https://github.com/ai-research/llmscope--extracting-llm-,6093,2026-08-26T03:06:12+00:00,2026-08-27T12:41:45.297253+00:00
1.0,RESEARCH_PAPER,InsightSR: Refining Symbolic Regression Search Spaces via Parallel Semantic and Structural LLM Guidance,"['Yating Ling', 'Wenjing Cun', 'Zhitang Chen']",http://arxiv.org/abs/2608.25291v1,https://github.com/ai-research/insightsr--refining-symbo,3013,2026-08-26T02:04:20+00:00,2026-08-27T12:41:45.297266+00:00
1.0,RESEARCH_PAPER,Combining Self-Embedding Audio Watermarking with Ultra-Low-Bitrate Neural Codecs,"['Yigitcan Özer', 'Xin Wang', 'Zhe Zhang', 'Junichi Yamagishi']",http://arxiv.org/abs/2608.25289v1,https://github.com/ai-research/combining-self-embedding-,2184,2026-08-26T01:55:15+00:00,2026-08-27T12:41:45.297278+00:00
1.0,RESEARCH_PAPER,BixBench3: Benchmarking AI agents on research-study-scale computational biology tasks,"['Zane Koch', 'Asmamaw T. Wassie', 'Javier Valdes-Aleman', 'Jason Lee', 'Michaela M. Hinks', 'Samuel G. Rodriques', 'Andrew D. White', 'Jon M. Laurent']",http://arxiv.org/abs/2608.25286v1,https://github.com/ai-research/bixbench3--benchmarking-a,652,2026-08-26T01:45:55+00:00,2026-08-27T12:41:45.297291+00:00
1.0,RESEARCH_PAPER,A Training-Free Proactive Defense Against Partial Speech Manipulation via Self-Embedding Steganography,"['Yigitcan Özer', 'Zhe Zhang', 'Wanying Ge', 'Xin Wang', 'Junichi Yamagishi']",http://arxiv.org/abs/2608.25285v1,https://github.com/ai-research/a-training-free-proactive,1295,2026-08-26T01:45:35+00:00,2026-08-27T12:41:45.297306+00:00
1.0,RESEARCH_PAPER,Generative Action-Chunk Sampling for Adaptive Stiffness Control in Physical Human-Robot Collaboration,"['Aoi Otake', 'Ferdinand Hartmann', 'Ko Igari', 'Shingo Murata']",http://arxiv.org/abs/2608.25284v1,https://github.com/ai-research/generative-action-chunk-s,8508,2026-08-26T01:44:11+00:00,2026-08-27T12:41:45.297319+00:00
1.0,RESEARCH_PAPER,SHSP: Structure-Aware Hierarchical Solution Prediction for Mixed-Integer Linear Programming,"['Zherong Zhang', 'Guanlin Li', 'Chengrui Gao', 'Haopu Shang', 'Ke Xue', 'Jixiang Lu', 'Weiyong Yang', 'Chao Qian']",http://arxiv.org/abs/2608.25282v1,https://github.com/ai-research/shsp--structure-aware-hie,1836,2026-08-26T01:41:45+00:00,2026-08-27T12:41:45.297332+00:00
1.0,RESEARCH_PAPER,Routed Graph Handoff: Adaptive Format Selection for Multi-Agent LLM Delegation,"['Pratyay Banerjee', 'Ankit Chadha']",http://arxiv.org/abs/2608.25277v1,https://github.com/ai-research/routed-graph-handoff--ada,3758,2026-08-26T01:24:34+00:00,2026-08-27T12:41:45.297345+00:00
1.0,RESEARCH_PAPER,Groundhog Bit-Flip Attack: Seeding Infinite Generation Loops in Mixture-of-Experts LLMs through Bit Flips,"['Huakang Lin', 'Tiancheng Zheng', 'Mingxuan Sun', 'Tianhong Xu', 'Fan Zhang', 'Yunsi Fei', 'Ruyi Ding']",http://arxiv.org/abs/2608.25276v1,https://github.com/ai-research/groundhog-bit-flip-attack,6152,2026-08-26T01:23:01+00:00,2026-08-27T12:41:45.297359+00:00
1.0,RESEARCH_PAPER,PhaseShift: Topology-Aware Data Harmonization and Model Consolidation Across Signalized Intersections,"['Yash Ranjan', 'Artur Kumik', 'Rahul Sengupta', 'Anand Rangarajan', 'Sanjay Ranka']",http://arxiv.org/abs/2608.25275v1,https://github.com/ai-research/phaseshift--topology-awar,5917,2026-08-26T01:22:49+00:00,2026-08-27T12:41:45.297372+00:00
1.0,RESEARCH_PAPER,Hierarchical MoE for Multi-Modal ILD Diagnosis,"['Alec K. Peltekian', 'Gorkem Durak', 'Halil Ertugrul Aktas', 'Carrie Lynn Richardson', 'Mary Carns', 'Kathleen Aren', 'GR Scott Budinger', 'Anthony J. Esposito', 'Alexander Misharin', 'Alok Nidhi Choudhary', 'Ankit Agrawal', 'Ulas Bagci']",http://arxiv.org/abs/2608.25261v1,https://github.com/ai-research/hierarchical-moe-for-mult,3316,2026-08-26T00:53:55+00:00,2026-08-27T12:41:45.297384+00:00
1.0,RESEARCH_PAPER,Neural-Bayesian Structure Learning for Discrete Choice Modeling,"['Hyunsoo Yun', 'Eun Hak Lee', 'Jiaru Zhang', 'Ziran Wang', 'Eui-Jin Kim']",http://arxiv.org/abs/2608.25258v1,https://github.com/ai-research/neural-bayesian-structure,8102,2026-08-26T00:42:54+00:00,2026-08-27T12:41:45.297395+00:00
1.0,RESEARCH_PAPER,"What Do Medical Vision-Language Models Learn in Radiology? Transfer, Alignment, and Source-Proxy Leakage Under Distribution Shift","['Ayoub Louaye Bouaziz', 'Lokmane Chebouba', 'Yassine Himeur']",http://arxiv.org/abs/2608.25251v1,https://github.com/ai-research/what-do-medical-vision-la,5190,2026-08-26T00:19:45+00:00,2026-08-27T12:41:45.297410+00:00
1.0,RESEARCH_PAPER,"The ""Curse of Knowledge"" in LLM Query Simulation: Concept Provenance for Tracing Answer-Side Intrusion","['Chenglong Ma', 'Xinye Wanyan', 'Danula Hettiachchi', 'Ziqi Xu', 'Jeffrey Chan']",http://arxiv.org/abs/2608.25245v1,https://github.com/ai-research/the--curse-of-knowledge--,1944,2026-08-26T00:06:31+00:00,2026-08-27T12:41:45.297425+00:00
1.0,RESEARCH_PAPER,From Memorization to Absorption: Mixed-Policy RL for Continual Knowledge Injection,"['Zhibo Hou', 'Fan Zhao', 'Zhiyu An', 'Wan Du']",http://arxiv.org/abs/2608.25243v1,https://github.com/ai-research/from-memorization-to-abso,5456,2026-08-26T00:04:46+00:00,2026-08-27T12:41:45.297437+00:00
1.0,RESEARCH_PAPER,A Few Pages of Markdown: Committed AI Configuration and Lower Quality Cost after Coding-Agent Adoption,"['Yegor Denisov-Blanch', 'Shyam Agarwal', 'Pavel Azaletskiy', 'Hao He', 'Rylan Schaeffer', 'Brando Miranda', 'Bogdan Vasilescu', 'Sanmi Koyejo']",http://arxiv.org/abs/2608.25241v1,https://github.com/ai-research/a-few-pages-of-markdown--,3201,2026-08-26T00:00:48+00:00,2026-08-27T12:41:45.297451+00:00
1.0,RESEARCH_PAPER,"Rare Diseases, Common Dilemmas: LLMs Prioritize Equal Resource Distribution over Patient Benefit in Decision-Making","['Minda Zhao', 'Xu Han', 'Rishabh Goel', 'Maya Dagan', 'Noa Dagan', 'Adithya Madduri', 'Payal Chandak', 'Shilpa Nadimpalli Kobren', 'Isaac S. Kohane']",http://arxiv.org/abs/2608.25236v1,https://github.com/ai-research/rare-diseases--common-dil,3671,2026-08-25T23:54:22+00:00,2026-08-27T12:41:45.297466+00:00
1.0,RESEARCH_PAPER,Output Dilution: Redundant but Fragile Representations in MoE Models,['Orion Reblitz-Richardson'],http://arxiv.org/abs/2608.25231v1,https://github.com/ai-research/output-dilution--redundan,6396,2026-08-25T23:41:07+00:00,2026-08-27T12:41:45.297478+00:00
1.0,RESEARCH_PAPER,Trust the Mass: Forced Weights in KV-Cache Eviction,"['Jack Shi', 'Jerry Gu']",http://arxiv.org/abs/2608.25230v1,https://github.com/ai-research/trust-the-mass--forced-we,7058,2026-08-25T23:40:39+00:00,2026-08-27T12:41:45.297489+00:00
1.0,RESEARCH_PAPER,FLARE: Verifying MILP Reformulations with LLM-Based Theorem Proving,"['Henry Robbins', 'Connor Lawless', 'Madeleine Udell', 'Ellen Vitercik']",http://arxiv.org/abs/2608.25220v1,https://github.com/ai-research/flare--verifying-milp-ref,1014,2026-08-25T23:19:41+00:00,2026-08-27T12:41:45.297501+00:00
1.0,RESEARCH_PAPER,TurnBench: A Multi-Domain Benchmark for Turn-Taking Dynamics in Spoken Dialogue,"['Freeman Jiang', 'Ramon Sanabria', 'Soham Deshmukh', 'Bandhav Veluri', 'Simon Michael Vuch Williams', 'Elliott K. Suen', 'Garreth Lee', 'Kevin Yoonho Choi', 'Takuya Umeki', 'Riku Kubo', 'Sathvik Udupa', 'Chien-yu Huang', 'Shih-Yun Shan Kuan', 'Zhuoyan Tao', 'Satyapriya Krishna', 'Sefik Emre Eskimez', 'Yu Tsao', 'Hung-yi Lee', 'Shinji Watanabe']",http://arxiv.org/abs/2608.25218v1,https://github.com/ai-research/turnbench--a-multi-domain,5684,2026-08-25T23:14:36+00:00,2026-08-27T12:41:45.297517+00:00
1.0,RESEARCH_PAPER,"LLM-Driven, Datasheet-Aware Automated Hardware Compatibility Verification for Early-Stage, Pre-Schematic Embedded System Design","['Haotian Qiao', 'Robert P. Dick']",http://arxiv.org/abs/2608.25217v1,https://github.com/ai-research/llm-driven--datasheet-awa,6088,2026-08-25T23:12:48+00:00,2026-08-27T12:41:45.297532+00:00
1.0,RESEARCH_PAPER,"Federation Is Nearly Free, Reasoning Is Not: Tradeoffs for AI Co-Scientists in Protein Characterization Workflows","['Maia Kapur', 'Timothy Boe', 'Abby Jerger', 'Paul Rigor']",http://arxiv.org/abs/2608.25215v1,https://github.com/ai-research/federation-is-nearly-free,2076,2026-08-25T23:11:14+00:00,2026-08-27T12:41:45.297547+00:00
1.0,RESEARCH_PAPER,LibriBrain100: One Hundred Hours of Broad and Deep MEG Data for Neural Speech Decoding at Scale,"['Francesco Mantegna', 'Dulhan Jayalath', 'Gereon Elvers', 'Tasha Kim', 'Benjamin Ballyk', 'Alex Fung', 'SungJun Cho', 'Teyun Kwon', 'Luisa Kurth', 'Miran Özdogan', 'Gilad Landau', 'Pratik Somaiya', 'Natalie Voets', 'Mark Woolrich', 'Oiwi Parker Jones']",http://arxiv.org/abs/2608.25204v1,https://github.com/ai-research/libribrain100--one-hundre,6170,2026-08-25T22:45:04+00:00,2026-08-27T12:41:45.297562+00:00
1.0,RESEARCH_PAPER,SPECMINE: A Large-Scale Corpus of Spec-Driven Development Artifacts,"['Shyam Agarwal', 'Bogdan Vasilescu']",http://arxiv.org/abs/2608.25202v1,https://github.com/ai-research/specmine--a-large-scale-c,4008,2026-08-25T22:43:30+00:00,2026-08-27T12:41:45.297574+00:00
1.0,RESEARCH_PAPER,Learning Mixtures of Plackett-Luce Models for Multi-Objective Alignment,"['Dongyue Li', 'Ziniu Zhang', 'Lu Wang', 'Hongyang R. Zhang']",http://arxiv.org/abs/2608.25200v1,https://github.com/ai-research/learning-mixtures-of-plac,2215,2026-08-25T22:42:37+00:00,2026-08-27T12:41:45.297585+00:00
1.0,RESEARCH_PAPER,Hyperbolic Latent Geometry for Tree-Structured Prototype Networks: A Local-vs-Global Trade-off,"['Peter Flo', 'Luca Grossmann']",http://arxiv.org/abs/2608.25199v1,https://github.com/ai-research/hyperbolic-latent-geometr,7707,2026-08-25T22:42:20+00:00,2026-08-27T12:41:45.297598+00:00
1.0,RESEARCH_PAPER,Tunable Tool-Call Rates in LLM Agents via Representation Steering,"['Yuqi Chen', 'Vincent Siu', 'Yang Liu', 'Dawn Song', 'Chenguang Wang']",http://arxiv.org/abs/2608.25198v1,https://github.com/YuqiChen4188/Steering-Tool-Use-Propensity.,1911,2026-08-25T22:35:18+00:00,2026-08-27T12:41:45.297606+00:00
1.0,RESEARCH_PAPER,BanglaMamba: Exploring State Space Models for Bangla Fake News Detection,['M. K. Khalidi Siam'],http://arxiv.org/abs/2608.25190v1,https://github.com/ai-research/banglamamba--exploring-st,5998,2026-08-25T22:09:34+00:00,2026-08-27T12:41:45.297618+00:00
1.0,RESEARCH_PAPER,Self-Explanation Tutor for Active Study of CS1 Worked Examples,"['Arun-Balajiee Lekshmi-Narayanan', 'Mohammad Hassany', 'Kamil Akhuseyinoglu', 'Rully Hendrawan', 'Peter Brusilovsky']",http://arxiv.org/abs/2608.25180v1,https://github.com/ai-research/self-explanation-tutor-fo,4578,2026-08-25T21:54:47+00:00,2026-08-27T12:41:45.297630+00:00
1.0,RESEARCH_PAPER,Lightweight Machine Learning-Driven Monocular Sidewalk Path Extraction for Embedded Micromobility Navigation,"['Lkhanaajav Mijiddorj', 'Yang Yan', 'Tyler Beringer', 'Bilguunzaya Mijiddorj', 'Alex N. Ho', 'Bin Xu', 'Binbin Weng']",http://arxiv.org/abs/2608.25178v1,https://github.com/ai-research/lightweight-machine-learn,2473,2026-08-25T21:49:18+00:00,2026-08-27T12:41:45.297643+00:00
1.0,RESEARCH_PAPER,AudioLens: Multi-Perspective Speech Clustering with Reasoning Audio-Language Models,"['Wenjun Huang', 'Qiaosong Chu', 'Tiger Shao', 'Pengfei Zhang', 'Yutong Song', 'Hanning Chen', 'Yezi Liu', 'Weiyi Wu', 'SungHeon Jeong', 'Ryozo Masukawa', 'Sanggeon Yun', 'Yang Ni', 'Jiang Gui', 'Mohsen Imani']",http://arxiv.org/abs/2608.25177v1,https://github.com/ai-research/audiolens--multi-perspect,7980,2026-08-25T21:47:57+00:00,2026-08-27T12:41:45.297657+00:00
1.0,RESEARCH_PAPER,The Changing Geometry of Grammar: Dimensionality and Neighborhood Reorganization across Transformer Layers,"['Samuele Vallisa', 'Federico Ravenda', 'Claudio Palominos', 'Rui He', 'Andrea Raballo', 'Antonietta Mira', 'Philipp Homan', 'Wolfram Hinzen']",http://arxiv.org/abs/2608.25166v1,https://github.com/ai-research/the-changing-geometry-of-,6784,2026-08-25T21:27:21+00:00,2026-08-27T12:41:45.297671+00:00
1.0,RESEARCH_PAPER,Bayesian Flow Networks for Offline Trajectory Planning,"['Ludvig Killingberg', 'Helge Langseth']",http://arxiv.org/abs/2608.25163v1,https://github.com/ai-research/bayesian-flow-networks-fo,7929,2026-08-25T21:19:35+00:00,2026-08-27T12:41:45.297682+00:00
1.0,RESEARCH_PAPER,FuzzingBrain-Bench V1: Evaluating Open-Ended Bug Discovery by LLMs,"['Ze Sheng', 'Aleksandar Kezic', 'Zhicheng Chen', 'Jeff Huang']",http://arxiv.org/abs/2608.25158v1,https://github.com/fuzzingbrain/FuzzingBrain-Bench.,1631,2026-08-25T21:09:20+00:00,2026-08-27T12:41:45.297689+00:00
1.0,RESEARCH_PAPER,Belief Cascades Drive Persuasion in LLM Agent Networks,"['Haoyi Qiu', 'Genglin Liu', 'Pranav Narayanan Venkit', 'Kung-Hsiang Huang', 'Saadia Gabriel', 'Chien-Sheng Wu', 'Nanyun Peng']",http://arxiv.org/abs/2608.25152v1,https://github.com/ai-research/belief-cascades-drive-per,7765,2026-08-25T21:01:19+00:00,2026-08-27T12:41:45.297701+00:00
1.0,RESEARCH_PAPER,Can You Trust Frozen Hematology Foundation Models under Acquisition Shift?,"['Jai Kumar Sharma', 'Peeyush Tapadiya']",http://arxiv.org/abs/2608.25148v1,https://github.com/ai-research/can-you-trust-frozen-hema,3990,2026-08-25T20:55:57+00:00,2026-08-27T12:41:45.297713+00:00
1.0,RESEARCH_PAPER,SkyDrive: Learning to Drive in a New City from Aerial Traffic Monitoring,"['Weijiang Xiong', 'Lan Feng', 'Alexandre Alahi', 'Nikolas Geroliminis']",http://arxiv.org/abs/2608.25142v1,https://github.com/ai-research/skydrive--learning-to-dri,7840,2026-08-25T20:47:09+00:00,2026-08-27T12:41:45.297726+00:00
1.0,RESEARCH_PAPER,RefLAM: A Reference-Grounded Line Annotation Pipeline for Historical Arabic Manuscripts,"['Mohamed Guechaoui', 'Mohamed Diaa Zellagui', 'Souleyman Chaib', 'Sahraoui Dhelim']",http://arxiv.org/abs/2608.25140v1,https://github.com/ai-research/reflam--a-reference-groun,8490,2026-08-25T20:46:11+00:00,2026-08-27T12:41:45.297739+00:00
1.0,RESEARCH_PAPER,Drift Variation Autoencoder: Unifying Generation and Representation Learning through Conditional Posterior Flow Matching,['Jiarui Cao'],http://arxiv.org/abs/2608.25138v1,https://github.com/ai-research/drift-variation-autoencod,7657,2026-08-25T20:38:50+00:00,2026-08-27T12:41:45.297752+00:00
1.0,RESEARCH_PAPER,When Does Context Routing Help? A Systematic Study of Multi-Modal Fusion in Time Series Forecasting,"['Ruizhe Zhou', 'Gaoyuan Du', 'Xiaoyang Liu', 'Haoqi Yao', 'Deepayan Chakrabarti', 'Jiating Lin', 'Yixuan Shen']",http://arxiv.org/abs/2608.25128v1,https://github.com/ai-research/when-does-context-routing,8153,2026-08-25T20:25:49+00:00,2026-08-27T12:41:45.297766+00:00
1.0,RESEARCH_PAPER,SelfGraphRAG: Bridging the Supervision Gap in Graph-Based RAG with Synthetic QA Generation,"['Ben Lagnese', 'Manas Gaur']",http://arxiv.org/abs/2608.25123v1,https://github.com/ai-research/selfgraphrag--bridging-th,7836,2026-08-25T20:18:05+00:00,2026-08-27T12:41:45.297779+00:00
1.0,RESEARCH_PAPER,Toward Machine Learning with the Unit as a Primitive: Learning from Unit-Linked Events,['Heyang Gong'],http://arxiv.org/abs/2608.25118v1,https://github.com/ai-research/toward-machine-learning-w,3237,2026-08-25T20:14:26+00:00,2026-08-27T12:41:45.297793+00:00
1.0,RESEARCH_PAPER,GRAPE: Gradient Refinement and Progress-Aware Exploitation for Query-Efficient High-Dimensional Bayesian Optimization,"['Richard Cornelius Suwandi', 'Feng Yin']",http://arxiv.org/abs/2608.25116v1,https://github.com/ai-research/grape--gradient-refinemen,8344,2026-08-25T20:12:12+00:00,2026-08-27T12:41:45.297806+00:00
1.0,RESEARCH_PAPER,Less can be More: Relieving RAG Bottlenecks via Evidence Frontloading and Pressure-Adaptive Budgeting,"['Weibin Cai', 'Reza Zafarani']",http://arxiv.org/abs/2608.25115v1,https://github.com/ai-research/less-can-be-more--relievi,5630,2026-08-25T20:10:06+00:00,2026-08-27T12:41:45.297820+00:00
